"","SKU.Code","Design.No.","Stock","Category","Size","Color"
"1921","J0237-SKD-XL","J0237",4,"KURTA SET","XL","Orange"
"1922","J0237-SKD-XS","J0237",22,"KURTA SET","XS","Orange"
"1923","J0237-SKD-XXL","J0237",4,"KURTA SET","XXL","Orange"
"1924","J0237-SKD-XXXL","J0237",8,"KURTA SET","XXXL","Orange"
"1925","J0238-LCD-L","J0238",5,"LEHENGA CHOLI","L","White"
"1926","J0238-LCD-M","J0238",0,"LEHENGA CHOLI","M","White"
"1927","J0238-LCD-S","J0238",3,"LEHENGA CHOLI","S","White"
"1928","J0238-LCD-XL","J0238",7,"LEHENGA CHOLI","XL","White"
"1929","J0238-LCD-XS","J0238",1,"LEHENGA CHOLI","XS","White"
"1930","J0238-LCD-XXL","J0238",17,"LEHENGA CHOLI","XXL","White"
"1931","J0238-LCD-XXXL","J0238",8,"LEHENGA CHOLI","XXXL","White"
"1932","J0239-SKD-L","J0239",7,"KURTA SET","L","OFF WHITE"
"1933","J0239-SKD-M","J0239",14,"KURTA SET","M","OFF WHITE"
"1934","J0239-SKD-S","J0239",23,"KURTA SET","S","OFF WHITE"
"1935","J0239-SKD-XL","J0239",5,"KURTA SET","XL","OFF WHITE"
"1936","J0239-SKD-XS","J0239",6,"KURTA SET","XS","OFF WHITE"
"1937","J0239-SKD-XXL","J0239",8,"KURTA SET","XXL","OFF WHITE"
"1938","J0239-SKD-XXXL","J0239",3,"KURTA SET","XXXL","OFF WHITE"
"1939","J0240-SKD-L","J0240",6,"KURTA SET","L","OFF WHITE"
"1940","J0240-SKD-M","J0240",6,"KURTA SET","M","OFF WHITE"
"1941","J0240-SKD-S","J0240",7,"KURTA SET","S","OFF WHITE"
"1942","J0240-SKD-XL","J0240",4,"KURTA SET","XL","OFF WHITE"
"1943","J0240-SKD-XS","J0240",41,"KURTA SET","XS","OFF WHITE"
"1944","J0240-SKD-XXL","J0240",0,"KURTA SET","XXL","OFF WHITE"
"1945","J0240-SKD-XXXL","J0240",10,"KURTA SET","XXXL","OFF WHITE"
"1946","J0241-SKD-L","J0241",21,"KURTA SET","L","OFF WHITE"
"1947","J0241-SKD-M","J0241",21,"KURTA SET","M","OFF WHITE"
"1948","J0241-SKD-S","J0241",30,"KURTA SET","S","OFF WHITE"
"1949","J0241-SKD-XL","J0241",24,"KURTA SET","XL","OFF WHITE"
"1950","J0241-SKD-XS","J0241",50,"KURTA SET","XS","OFF WHITE"
"1951","J0241-SKD-XXL","J0241",30,"KURTA SET","XXL","OFF WHITE"
"1952","J0241-SKD-XXXL","J0241",51,"KURTA SET","XXXL","OFF WHITE"
"1953","J0242-SKD-L","J0242",3,"KURTA SET","L","OFF WHITE"
"1954","J0242-SKD-M","J0242",3,"KURTA SET","M","OFF WHITE"
"1955","J0242-SKD-S","J0242",26,"KURTA SET","S","OFF WHITE"
"1956","J0242-SKD-XL","J0242",0,"KURTA SET","XL","OFF WHITE"
"1957","J0242-SKD-XS","J0242",33,"KURTA SET","XS","OFF WHITE"
"1958","J0242-SKD-XXL","J0242",7,"KURTA SET","XXL","OFF WHITE"
"1959","J0242-SKD-XXXL","J0242",24,"KURTA SET","XXXL","OFF WHITE"
"1960","J0243-DR-L","J0243",2,"DRESS","L","OFF WHITE"
"1961","J0243-DR-M","J0243",5,"DRESS","M","OFF WHITE"
"1962","J0243-DR-S","J0243",3,"DRESS","S","OFF WHITE"
"1963","J0243-DR-XL","J0243",4,"DRESS","XL","OFF WHITE"
"1964","J0243-DR-XS","J0243",31,"DRESS","XS","OFF WHITE"
"1965","J0243-DR-XXL","J0243",8,"DRESS","XXL","OFF WHITE"
"1966","J0243-DR-XXXL","J0243",7,"DRESS","XXXL","OFF WHITE"
"1967","J0244-SKD-L","J0244",4,"KURTA SET","L","OFF WHITE"
"1968","J0244-SKD-M","J0244",4,"KURTA SET","M","OFF WHITE"
"1969","J0244-SKD-S","J0244",7,"KURTA SET","S","OFF WHITE"
"1970","J0244-SKD-XL","J0244",5,"KURTA SET","XL","OFF WHITE"
"1971","J0244-SKD-XS","J0244",22,"KURTA SET","XS","OFF WHITE"
"1972","J0244-SKD-XXL","J0244",22,"KURTA SET","XXL","OFF WHITE"
"1973","J0244-SKD-XXXL","J0244",6,"KURTA SET","XXXL","OFF WHITE"
"1974","J0245-SKD-L","J0245",16,"KURTA SET","L","OFF WHITE"
"1975","J0245-SKD-M","J0245",14,"KURTA SET","M","OFF WHITE"
"1976","J0245-SKD-S","J0245",27,"KURTA SET","S","OFF WHITE"
"1977","J0245-SKD-XL","J0245",10,"KURTA SET","XL","OFF WHITE"
"1978","J0245-SKD-XS","J0245",22,"KURTA SET","XS","OFF WHITE"
"1979","J0245-SKD-XXL","J0245",11,"KURTA SET","XXL","OFF WHITE"
"1980","J0245-SKD-XXXL","J0245",10,"KURTA SET","XXXL","OFF WHITE"
"1981","J0246-SKD-L","J0246",40,"KURTA SET","L","OFF WHITE"
"1982","J0246-SKD-M","J0246",31,"KURTA SET","M","OFF WHITE"
"1983","J0246-SKD-S","J0246",34,"KURTA SET","S","OFF WHITE"
"1984","J0246-SKD-XL","J0246",42,"KURTA SET","XL","OFF WHITE"
"1985","J0246-SKD-XS","J0246",42,"KURTA SET","XS","OFF WHITE"
"1986","J0246-SKD-XXL","J0246",36,"KURTA SET","XXL","OFF WHITE"
"1987","J0246-SKD-XXXL","J0246",47,"KURTA SET","XXXL","OFF WHITE"
"1988","J0247-SKD-L","J0247",28,"KURTA SET","L","Teal"
"1989","J0247-SKD-M","J0247",16,"KURTA SET","M","Teal"
"1990","J0247-SKD-S","J0247",29,"KURTA SET","S","Teal"
"1991","J0247-SKD-XL","J0247",43,"KURTA SET","XL","Teal"
"1992","J0247-SKD-XS","J0247",24,"KURTA SET","XS","Teal"
"1993","J0247-SKD-XXL","J0247",37,"KURTA SET","XXL","Teal"
"1994","J0247-SKD-XXXL","J0247",38,"KURTA SET","XXXL","Teal"
"1995","J0248-KR-DPT-L","J0248",0,"KURTA SET","L","Orange"
"1996","J0248-KR-DPT-M","J0248",7,"KURTA SET","M","Orange"
"1997","J0248-KR-DPT-S","J0248",6,"KURTA SET","S","Orange"
"1998","J0248-KR-DPT-XL","J0248",4,"KURTA SET","XL","Orange"
"1999","J0248-KR-DPT-XS","J0248",15,"KURTA SET","XS","Orange"
"2000","J0248-KR-DPT-XXL","J0248",6,"KURTA SET","XXL","Orange"
"2001","J0248-KR-DPT-XXXL","J0248",8,"KURTA SET","XXXL","Orange"
"2002","J0249-SKD-L","J0249",26,"KURTA SET","L","Blue"
"2003","J0249-SKD-M","J0249",34,"KURTA SET","M","Blue"
"2004","J0249-SKD-S","J0249",46,"KURTA SET","S","Blue"
"2005","J0249-SKD-XL","J0249",43,"KURTA SET","XL","Blue"
"2006","J0249-SKD-XS","J0249",47,"KURTA SET","XS","Blue"
"2007","J0249-SKD-XXL","J0249",32,"KURTA SET","XXL","Blue"
"2008","J0249-SKD-XXXL","J0249",29,"KURTA SET","XXXL","Blue"
"2009","J0250-SKD-L","J0250",9,"KURTA SET","L","Olive"
"2010","J0250-SKD-M","J0250",8,"KURTA SET","M","Olive"
"2011","J0250-SKD-S","J0250",17,"KURTA SET","S","Olive"
"2012","J0250-SKD-XL","J0250",10,"KURTA SET","XL","Olive"
"2013","J0250-SKD-XS","J0250",52,"KURTA SET","XS","Olive"
"2014","J0250-SKD-XXL","J0250",4,"KURTA SET","XXL","Olive"
"2015","J0250-SKD-XXXL","J0250",28,"KURTA SET","XXXL","Olive"
"2016","J0251-SKD-L","J0251",7,"KURTA SET","L","Mustard"
"2017","J0251-SKD-M","J0251",4,"KURTA SET","M","Mustard"
"2018","J0251-SKD-S","J0251",23,"KURTA SET","S","Mustard"
"2019","J0251-SKD-XL","J0251",7,"KURTA SET","XL","Mustard"
"2020","J0251-SKD-XS","J0251",42,"KURTA SET","XS","Mustard"
"2021","J0251-SKD-XXL","J0251",23,"KURTA SET","XXL","Mustard"
"2022","J0251-SKD-XXXL","J0251",35,"KURTA SET","XXXL","Mustard"
"2023","J0252-SKD-L","J0252",1,"KURTA SET","L","Orange"
"2024","J0252-SKD-M","J0252",2,"KURTA SET","M","Orange"
"2025","J0252-SKD-S","J0252",2,"KURTA SET","S","Orange"
"2026","J0252-SKD-XL","J0252",2,"KURTA SET","XL","Orange"
"2027","J0252-SKD-XS","J0252",9,"KURTA SET","XS","Orange"
"2028","J0252-SKD-XXL","J0252",6,"KURTA SET","XXL","Orange"
"2029","J0252-SKD-XXXL","J0252",6,"KURTA SET","XXXL","Orange"
"2030","J0254-SKD-L","J0254",5,"KURTA SET","L","Wine"
"2031","J0254-SKD-M","J0254",6,"KURTA SET","M","Wine"
"2032","J0254-SKD-S","J0254",15,"KURTA SET","S","Wine"
"2033","J0254-SKD-XL","J0254",10,"KURTA SET","XL","Wine"
"2034","J0254-SKD-XS","J0254",21,"KURTA SET","XS","Wine"
"2035","J0254-SKD-XXL","J0254",20,"KURTA SET","XXL","Wine"
"2036","J0254-SKD-XXXL","J0254",6,"KURTA SET","XXXL","Wine"
"2037","J0259-KR-L","J0259",0,"KURTA","L","Green"
"2038","J0259-KR-M","J0259",2,"KURTA","M","Green"
"2039","J0259-KR-S","J0259",1,"KURTA","S","Green"
"2040","J0259-KR-XL","J0259",1,"KURTA","XL","Green"
"2041","J0260-KR-L","J0260",1,"KURTA","L","Green"
"2042","J0260-KR-M","J0260",1,"KURTA","M","Green"
"2043","J0260-KR-S","J0260",1,"KURTA","S","Green"
"2044","J0260-KR-XL","J0260",0,"KURTA","XL","Green"
"2045","J0260-KR-XXL","J0260",0,"KURTA","XXL","Green"
"2046","J0261-KR-L","J0261",1,"KURTA","L","Black"
"2047","J0261-KR-M","J0261",1,"KURTA","M","Black"
"2048","J0261-KR-S","J0261",0,"KURTA","S","Black"
"2049","J0261-KR-XL","J0261",2,"KURTA","XL","Black"
"2050","J0261-KR-XXL","J0261",1,"KURTA","XXL","Black"
"2051","J0262-KR-L","J0262",2,"KURTA","L","Grey"
"2052","J0262-KR-M","J0262",0,"KURTA","M","Grey"
"2053","J0262-KR-S","J0262",2,"KURTA","S","Grey"
"2054","J0262-KR-XL","J0262",1,"KURTA","XL","Grey"
"2055","J0262-KR-XXL","J0262",2,"KURTA","XXL","Grey"
"2056","J0263-KR-L","J0263",0,"KURTA","L","Maroon"
"2057","J0263-KR-M","J0263",0,"KURTA","M","Maroon"
"2058","J0263-KR-S","J0263",4,"KURTA","S","Maroon"
"2059","J0263-KR-XL","J0263",2,"KURTA","XL","Maroon"
"2060","J0263-KR-XXL","J0263",1,"KURTA","XXL","Maroon"
"2061","J0264-KR-L","J0264",0,"KURTA","L","Pink"
"2062","J0264-KR-M","J0264",2,"KURTA","M","Pink"
"2063","J0264-KR-S","J0264",2,"KURTA","S","Pink"
"2064","J0264-KR-XL","J0264",1,"KURTA","XL","Pink"
"2065","J0264-KR-XXL","J0264",0,"KURTA","XXL","Pink"
"2066","J0265-KR-L","J0265",1,"KURTA","L","Blue"
"2067","J0265-KR-M","J0265",2,"KURTA","M","Blue"
"2068","J0265-KR-S","J0265",1,"KURTA","S","Blue"
"2069","J0265-KR-XL","J0265",3,"KURTA","XL","Blue"
"2070","J0265-KR-XXL","J0265",0,"KURTA","XXL","Blue"
"2071","J0277-SKD-L","J0277",6,"KURTA SET","L","Gold"
"2072","J0277-SKD-M","J0277",31,"KURTA SET","M","Gold"
"2073","J0277-SKD-S","J0277",78,"KURTA SET","S","Gold"
"2074","J0277-SKD-XL","J0277",9,"KURTA SET","XL","Gold"
"2075","J0277-SKD-XS","J0277",72,"KURTA SET","XS","Gold"
"2076","J0277-SKD-XXL","J0277",57,"KURTA SET","XXL","Gold"
"2077","J0277-SKD-XXXL","J0277",52,"KURTA SET","XXXL","Gold"
"2078","J0278-SET-L","J0278",1,"KURTA SET","L","Peach"
"2079","J0278-SET-M","J0278",1,"KURTA SET","M","Peach"
"2080","J0278-SET-S","J0278",9,"KURTA SET","S","Peach"
"2081","J0278-SET-XL","J0278",1,"KURTA SET","XL","Peach"
"2082","J0278-SET-XS","J0278",26,"KURTA SET","XS","Peach"
"2083","J0278-SET-XXL","J0278",5,"KURTA SET","XXL","Peach"
"2084","J0278-SET-XXXL","J0278",9,"KURTA SET","XXXL","Peach"
"2085","J0279-SET-L","J0279",8,"KURTA SET","L","Light Green"
"2086","J0279-SET-M","J0279",15,"KURTA SET","M","Light Green"
"2087","J0279-SET-S","J0279",42,"KURTA SET","S","Light Green"
"2088","J0279-SET-XL","J0279",13,"KURTA SET","XL","Light Green"
"2089","J0279-SET-XS","J0279",29,"KURTA SET","XS","Light Green"
"2090","J0279-SET-XXL","J0279",32,"KURTA SET","XXL","Light Green"
"2091","J0279-SET-XXXL","J0279",55,"KURTA SET","XXXL","Light Green"
"2092","J0280-SKD-L","J0280",119,"KURTA SET","L","Peach"
"2093","J0280-SKD-M","J0280",178,"KURTA SET","M","Peach"
"2094","J0280-SKD-S","J0280",207,"KURTA SET","S","Peach"
"2095","J0280-SKD-XL","J0280",103,"KURTA SET","XL","Peach"
"2096","J0280-SKD-XS","J0280",144,"KURTA SET","XS","Peach"
"2097","J0280-SKD-XXL","J0280",71,"KURTA SET","XXL","Peach"
"2098","J0280-SKD-XXXL","J0280",34,"KURTA SET","XXXL","Peach"
"2099","J0281-SKD-L","J0281",86,"KURTA SET","L","Light Brown"
"2100","J0281-SKD-M","J0281",164,"KURTA SET","M","Light Brown"
"2101","J0281-SKD-S","J0281",155,"KURTA SET","S","Light Brown"
"2102","J0281-SKD-XL","J0281",46,"KURTA SET","XL","Light Brown"
"2103","J0281-SKD-XS","J0281",97,"KURTA SET","XS","Light Brown"
"2104","J0281-SKD-XXL","J0281",14,"KURTA SET","XXL","Light Brown"
"2105","J0281-SKD-XXXL","J0281",52,"KURTA SET","XXXL","Light Brown"
"2106","J0282-SET-L","J0282",57,"KURTA SET","L","Pink"
"2107","J0282-SET-M","J0282",56,"KURTA SET","M","Pink"
"2108","J0282-SET-S","J0282",40,"KURTA SET","S","Pink"
"2109","J0282-SET-XL","J0282",13,"KURTA SET","XL","Pink"
"2110","J0282-SET-XS","J0282",30,"KURTA SET","XS","Pink"
"2111","J0282-SET-XXL","J0282",22,"KURTA SET","XXL","Pink"
"2112","J0282-SET-XXXL","J0282",27,"KURTA SET","XXXL","Pink"
"2113","J0283-SET-L","J0283",10,"KURTA SET","L","Grey"
"2114","J0283-SET-M","J0283",7,"KURTA SET","M","Grey"
"2115","J0283-SET-S","J0283",45,"KURTA SET","S","Grey"
"2116","J0283-SET-XL","J0283",4,"KURTA SET","XL","Grey"
"2117","J0283-SET-XS","J0283",23,"KURTA SET","XS","Grey"
"2118","J0283-SET-XXL","J0283",5,"KURTA SET","XXL","Grey"
"2119","J0283-SET-XXXL","J0283",2,"KURTA SET","XXXL","Grey"
"2120","J0284-SKD-L","J0284",2,"KURTA SET","L","Sky Blue"
"2121","J0284-SKD-M","J0284",2,"KURTA SET","M","Sky Blue"
"2122","J0284-SKD-S","J0284",5,"KURTA SET","S","Sky Blue"
"2123","J0284-SKD-XL","J0284",1,"KURTA SET","XL","Sky Blue"
"2124","J0284-SKD-XS","J0284",1,"KURTA SET","XS","Sky Blue"
"2125","J0284-SKD-XXL","J0284",1,"KURTA SET","XXL","Sky Blue"
"2126","J0284-SKD-XXXL","J0284",3,"KURTA SET","XXXL","Sky Blue"
"2127","J0285-SKD-L","J0285",80,"KURTA SET","L","Grey"
"2128","J0285-SKD-M","J0285",79,"KURTA SET","M","Grey"
"2129","J0285-SKD-S","J0285",111,"KURTA SET","S","Grey"
"2130","J0285-SKD-XL","J0285",86,"KURTA SET","XL","Grey"
"2131","J0285-SKD-XS","J0285",80,"KURTA SET","XS","Grey"
"2132","J0285-SKD-XXL","J0285",10,"KURTA SET","XXL","Grey"
"2133","J0285-SKD-XXXL","J0285",38,"KURTA SET","XXXL","Grey"
"2134","J0286-KR-L","J0286",3,"KURTA","L","Beige"
"2135","J0286-KR-M","J0286",3,"KURTA","M","Beige"
"2136","J0286-KR-S","J0286",2,"KURTA","S","Beige"
"2137","J0286-KR-XL","J0286",2,"KURTA","XL","Beige"
"2138","J0286-KR-XXL","J0286",3,"KURTA","XXL","Beige"
"2139","J0287-KR-L","J0287",2,"KURTA","L","Black"
"2140","J0287-KR-M","J0287",0,"KURTA","M","Black"
"2141","J0287-KR-S","J0287",1,"KURTA","S","Black"
"2142","J0287-KR-XL","J0287",1,"KURTA","XL","Black"
"2143","J0287-KR-XXL","J0287",2,"KURTA","XXL","Black"
"2144","J0288-KR-L","J0288",2,"KURTA","L","Grey"
"2145","J0288-KR-M","J0288",3,"KURTA","M","Grey"
"2146","J0288-KR-S","J0288",2,"KURTA","S","Grey"
"2147","J0288-KR-XL","J0288",1,"KURTA","XL","Grey"
"2148","J0288-KR-XXL","J0288",2,"KURTA","XXL","Grey"
"2149","J0289-KR-L","J0289",1,"KURTA","L","Black"
"2150","J0289-KR-M","J0289",2,"KURTA","M","Black"
"2151","J0289-KR-S","J0289",5,"KURTA","S","Black"
"2152","J0289-KR-XL","J0289",2,"KURTA","XL","Black"
"2153","J0289-KR-XXL","J0289",1,"KURTA","XXL","Black"
"2154","J0290-CD-L","J0290",4,"CARDIGAN","L","Mustard"
"2155","J0290-CD-M","J0290",4,"CARDIGAN","M","Mustard"
"2156","J0290-CD-S","J0290",6,"CARDIGAN","S","Mustard"
"2157","J0290-CD-XL","J0290",11,"CARDIGAN","XL","Mustard"
"2158","J0290-CD-XXL","J0290",3,"CARDIGAN","XXL","Mustard"
"2159","J0291-JS-L","J0291",6,"JUMPSUIT","L","White"
"2160","J0291-JS-M","J0291",2,"JUMPSUIT","M","White"
"2161","J0291-JS-S","J0291",4,"JUMPSUIT","S","White"
"2162","J0291-JS-XL","J0291",3,"JUMPSUIT","XL","White"
"2163","J0291-JS-XS","J0291",3,"JUMPSUIT","XS","White"
"2164","J0291-JS-XXL","J0291",11,"JUMPSUIT","XXL","White"
"2165","J0291-JS-XXXL","J0291",4,"JUMPSUIT","XXXL","White"
"2166","J0292-TP-L","J0292",2,"TOP","L","OFF WHITE"
"2167","J0292-TP-M","J0292",0,"TOP","M","OFF WHITE"
"2168","J0292-TP-S","J0292",3,"TOP","S","OFF WHITE"
"2169","J0292-TP-XL","J0292",3,"TOP","XL","OFF WHITE"
"2170","J0292-TP-XS","J0292",5,"TOP","XS","OFF WHITE"
"2171","J0292-TP-XXL","J0292",3,"TOP","XXL","OFF WHITE"
"2172","J0292-TP-XXXL","J0292",2,"TOP","XXXL","OFF WHITE"
"2173","J0293-DR-L","J0293",3,"DRESS","L","White"
"2174","J0293-DR-M","J0293",1,"DRESS","M","White"
"2175","J0293-DR-S","J0293",4,"DRESS","S","White"
"2176","J0293-DR-XL","J0293",2,"DRESS","XL","White"
"2177","J0293-DR-XS","J0293",4,"DRESS","XS","White"
"2178","J0293-DR-XXL","J0293",1,"DRESS","XXL","White"
"2179","J0293-DR-XXXL","J0293",2,"DRESS","XXXL","White"
"2180","J0294-TP-L","J0294",2,"TOP","L","OFF WHITE"
"2181","J0294-TP-M","J0294",2,"TOP","M","OFF WHITE"
"2182","J0294-TP-S","J0294",2,"TOP","S","OFF WHITE"
"2183","J0294-TP-XL","J0294",4,"TOP","XL","OFF WHITE"
"2184","J0294-TP-XS","J0294",6,"TOP","XS","OFF WHITE"
"2185","J0294-TP-XXL","J0294",2,"TOP","XXL","OFF WHITE"
"2186","J0294-TP-XXXL","J0294",5,"TOP","XXXL","OFF WHITE"
"2187","J0295-DR-L","J0295",2,"DRESS","L","Black"
"2188","J0295-DR-M","J0295",7,"DRESS","M","Black"
"2189","J0295-DR-S","J0295",3,"DRESS","S","Black"
"2190","J0295-DR-XL","J0295",3,"DRESS","XL","Black"
"2191","J0295-DR-XS","J0295",5,"DRESS","XS","Black"
"2192","J0295-DR-XXL","J0295",4,"DRESS","XXL","Black"
"2193","J0295-DR-XXXL","J0295",4,"DRESS","XXXL","Black"
"2194","J0296-DR-L","J0296",2,"DRESS","L","OFF WHITE"
"2195","J0296-DR-M","J0296",2,"DRESS","M","OFF WHITE"
"2196","J0296-DR-S","J0296",1,"DRESS","S","OFF WHITE"
"2197","J0296-DR-XL","J0296",1,"DRESS","XL","OFF WHITE"
"2198","J0296-DR-XS","J0296",6,"DRESS","XS","OFF WHITE"
"2199","J0296-DR-XXL","J0296",2,"DRESS","XXL","OFF WHITE"
"2200","J0296-DR-XXXL","J0296",2,"DRESS","XXXL","OFF WHITE"
"2201","J0297-TP-L","J0297",1,"TOP","L","White"
"2202","J0297-TP-M","J0297",60,"TOP","M","White"
"2203","J0297-TP-S","J0297",71,"TOP","S","White"
"2204","J0297-TP-XL","J0297",45,"TOP","XL","White"
"2205","J0297-TP-XS","J0297",50,"TOP","XS","White"
"2206","J0297-TP-XXL","J0297",40,"TOP","XXL","White"
"2207","J0297-TP-XXXL","J0297",36,"TOP","XXXL","White"
"2208","J0298-DR-L","J0298",2,"KURTA","L","Multicolor"
"2209","J0298-DR-M","J0298",2,"KURTA","M","Multicolor"
"2210","J0298-DR-S","J0298",2,"KURTA","S","Multicolor"
"2211","J0298-DR-XL","J0298",1,"KURTA","XL","Multicolor"
"2212","J0298-DR-XS","J0298",1,"KURTA","XS","Multicolor"
"2213","J0298-DR-XXL","J0298",2,"KURTA","XXL","Multicolor"
"2214","J0298-DR-XXXL","J0298",2,"KURTA","XXXL","Multicolor"
"2215","J0299-KR-L","J0299",3,"KURTA","L","Cream"
"2216","J0299-KR-M","J0299",6,"KURTA","M","Cream"
"2217","J0299-KR-S","J0299",2,"KURTA","S","Cream"
"2218","J0299-KR-XL","J0299",2,"KURTA","XL","Cream"
"2219","J0299-KR-XS","J0299",3,"KURTA","XS","Cream"
"2220","J0299-KR-XXL","J0299",4,"KURTA","XXL","Cream"
"2221","J0299-KR-XXXL","J0299",3,"KURTA","XXXL","Cream"
"2222","J0300-TP-L","J0300",4,"TOP","L","Cream"
"2223","J0300-TP-M","J0300",0,"TOP","M","Cream"
"2224","J0300-TP-S","J0300",0,"TOP","S","Cream"
"2225","J0300-TP-XL","J0300",3,"TOP","XL","Cream"
"2226","J0300-TP-XS","J0300",1,"TOP","XS","Cream"
"2227","J0300-TP-XXL","J0300",2,"TOP","XXL","Cream"
"2228","J0300-TP-XXXL","J0300",1,"TOP","XXXL","Cream"
"2229","J0301-TP-L","J0301",155,"TOP","L","Red"
"2230","J0301-TP-M","J0301",240,"TOP","M","Red"
"2231","J0301-TP-S","J0301",145,"TOP","S","Red"
"2232","J0301-TP-XL","J0301",150,"TOP","XL","Red"
"2233","J0301-TP-XS","J0301",95,"TOP","XS","Red"
"2234","J0301-TP-XXL","J0301",148,"TOP","XXL","Red"
"2235","J0301-TP-XXXL","J0301",180,"TOP","XXXL","Red"
"2236","J0302-DR-L","J0302",2,"DRESS","L","Grey"
"2237","J0302-DR-M","J0302",2,"DRESS","M","Grey"
"2238","J0302-DR-S","J0302",2,"DRESS","S","Grey"
"2239","J0302-DR-XL","J0302",2,"DRESS","XL","Grey"
"2240","J0302-DR-XS","J0302",1,"DRESS","XS","Grey"
"2241","J0302-DR-XXL","J0302",3,"DRESS","XXL","Grey"
"2242","J0302-DR-XXXL","J0302",2,"DRESS","XXXL","Grey"
"2243","J0303-KR-L","J0303",0,"KURTA","L","Grey"
"2244","J0303-KR-M","J0303",2,"KURTA","M","Grey"
"2245","J0303-KR-S","J0303",0,"KURTA","S","Grey"
"2246","J0303-KR-XL","J0303",0,"KURTA","XL","Grey"
"2247","J0303-KR-XS","J0303",2,"KURTA","XS","Grey"
"2248","J0303-KR-XXL","J0303",0,"KURTA","XXL","Grey"
"2249","J0303-KR-XXXL","J0303",0,"KURTA","XXXL","Grey"
"2250","J0304-TP-L","J0304",1,"TOP","L","Yellow"
"2251","J0304-TP-M","J0304",0,"TOP","M","Yellow"
"2252","J0304-TP-S","J0304",1,"TOP","S","Yellow"
"2253","J0304-TP-XL","J0304",2,"TOP","XL","Yellow"
"2254","J0304-TP-XS","J0304",1,"TOP","XS","Yellow"
"2255","J0304-TP-XXL","J0304",4,"TOP","XXL","Yellow"
"2256","J0304-TP-XXXL","J0304",2,"TOP","XXXL","Yellow"
"2257","J0305-DR-L","J0305",1,"DRESS","L","Yellow"
"2258","J0305-DR-M","J0305",2,"DRESS","M","Yellow"
"2259","J0305-DR-S","J0305",3,"DRESS","S","Yellow"
"2260","J0305-DR-XL","J0305",2,"DRESS","XL","Yellow"
"2261","J0305-DR-XS","J0305",2,"DRESS","XS","Yellow"
"2262","J0305-DR-XXL","J0305",3,"DRESS","XXL","Yellow"
"2263","J0305-DR-XXXL","J0305",0,"DRESS","XXXL","Yellow"
"2264","J0306-DR-L","J0306",3,"DRESS","L","Red"
"2265","J0306-DR-M","J0306",5,"DRESS","M","Red"
"2266","J0306-DR-S","J0306",15,"DRESS","S","Red"
"2267","J0306-DR-XL","J0306",5,"DRESS","XL","Red"
"2268","J0306-DR-XS","J0306",22,"DRESS","XS","Red"
"2269","J0306-DR-XXL","J0306",4,"DRESS","XXL","Red"
"2270","J0306-DR-XXXL","J0306",7,"DRESS","XXXL","Red"
"2271","J0307-TP-L","J0307",5,"TOP","L","Multicolor"
"2272","J0307-TP-M","J0307",1,"TOP","M","Multicolor"
"2273","J0307-TP-S","J0307",4,"TOP","S","Multicolor"
"2274","J0307-TP-XL","J0307",3,"TOP","XL","Multicolor"
"2275","J0307-TP-XS","J0307",2,"TOP","XS","Multicolor"
"2276","J0307-TP-XXL","J0307",2,"TOP","XXL","Multicolor"
"2277","J0307-TP-XXXL","J0307",8,"TOP","XXXL","Multicolor"
"2278","J0308-DR-L","J0308",2,"DRESS","L","Multicolor"
"2279","J0308-DR-M","J0308",4,"DRESS","M","Multicolor"
"2280","J0308-DR-S","J0308",3,"DRESS","S","Multicolor"
"2281","J0308-DR-XL","J0308",2,"DRESS","XL","Multicolor"
"2282","J0308-DR-XS","J0308",35,"DRESS","XS","Multicolor"
"2283","J0308-DR-XXL","J0308",2,"DRESS","XXL","Multicolor"
"2284","J0308-DR-XXXL","J0308",2,"DRESS","XXXL","Multicolor"
"2285","J0310-TP-L","J0310",2,"TOP","L","Multicolor"
"2286","J0310-TP-M","J0310",4,"TOP","M","Multicolor"
"2287","J0310-TP-S","J0310",14,"TOP","S","Multicolor"
"2288","J0310-TP-XL","J0310",3,"TOP","XL","Multicolor"
"2289","J0310-TP-XS","J0310",21,"TOP","XS","Multicolor"
"2290","J0310-TP-XXL","J0310",4,"TOP","XXL","Multicolor"
"2291","J0310-TP-XXXL","J0310",3,"TOP","XXXL","Multicolor"
"2292","J0312-KR-L","J0312",4,"KURTA","L","Multicolor"
"2293","J0312-KR-M","J0312",2,"KURTA","M","Multicolor"
"2294","J0312-KR-S","J0312",3,"KURTA","S","Multicolor"
"2295","J0312-KR-XL","J0312",2,"KURTA","XL","Multicolor"
"2296","J0312-KR-XXL","J0312",2,"KURTA","XXL","Multicolor"
"2297","J0312-KR-XXXL","J0312",2,"KURTA","XXXL","Multicolor"
"2298","J0314-KR-L","J0314",5,"KURTA","L","Multicolor"
"2299","J0314-KR-M","J0314",3,"KURTA","M","Multicolor"
"2300","J0314-KR-S","J0314",3,"KURTA","S","Multicolor"
"2301","J0314-KR-XL","J0314",4,"KURTA","XL","Multicolor"
"2302","J0314-KR-XXL","J0314",3,"KURTA","XXL","Multicolor"
"2303","J0315-KR-L","J0315",2,"KURTA","L","Grey"
"2304","J0315-KR-M","J0315",2,"KURTA","M","Grey"
"2305","J0315-KR-S","J0315",1,"KURTA","S","Grey"
"2306","J0315-KR-XL","J0315",3,"KURTA","XL","Grey"
