"","SKU.Code","Design.No.","Stock","Category","Size","Color"
"7454","SET188-KR-NP-XXL","SET188",13,"KURTA SET","XXL","Pink"
"7455","SET188-KR-NP-XXXL","SET188",58,"KURTA SET","XXXL","Pink"
"7456","SET191-KR-PP-L","SET191",1,"KURTA SET","L","Navy Blue"
"7457","SET191-KR-PP-M","SET191",2,"KURTA SET","M","Navy Blue"
"7458","SET191-KR-PP-S","SET191",3,"KURTA SET","S","Navy Blue"
"7459","SET191-KR-PP-XL","SET191",3,"KURTA SET","XL","Navy Blue"
"7460","SET191-KR-PP-XS","SET191",35,"KURTA SET","XS","Navy Blue"
"7461","SET191-KR-PP-XXL","SET191",2,"KURTA SET","XXL","Navy Blue"
"7462","SET191-KR-PP-XXXL","SET191",1,"KURTA SET","XXXL","Navy Blue"
"7463","SET192-KR-NP-L","SET192",3,"KURTA SET","L","Teal"
"7464","SET192-KR-NP-M","SET192",6,"KURTA SET","M","Teal"
"7465","SET192-KR-NP-S","SET192",18,"KURTA SET","S","Teal"
"7466","SET192-KR-NP-XL","SET192",4,"KURTA SET","XL","Teal"
"7467","SET192-KR-NP-XS","SET192",25,"KURTA SET","XS","Teal"
"7468","SET192-KR-NP-XXL","SET192",7,"KURTA SET","XXL","Teal"
"7469","SET192-KR-NP-XXXL","SET192",8,"KURTA SET","XXXL","Teal"
"7470","SET193-KR-NP-L","SET193",1,"KURTA SET","L","Pink"
"7471","SET193-KR-NP-M","SET193",4,"KURTA SET","M","Pink"
"7472","SET193-KR-NP-S","SET193",29,"KURTA SET","S","Pink"
"7473","SET193-KR-NP-XL","SET193",11,"KURTA SET","XL","Pink"
"7474","SET193-KR-NP-XS","SET193",10,"KURTA SET","XS","Pink"
"7475","SET193-KR-NP-XXL","SET193",32,"KURTA SET","XXL","Pink"
"7476","SET193-KR-NP-XXXL","SET193",42,"KURTA SET","XXXL","Pink"
"7477","SET194-KR-NP-L","SET194",84,"KURTA SET","L","Mustard"
"7478","SET194-KR-NP-M","SET194",96,"KURTA SET","M","Mustard"
"7479","SET194-KR-NP-S","SET194",53,"KURTA SET","S","Mustard"
"7480","SET194-KR-NP-XL","SET194",27,"KURTA SET","XL","Mustard"
"7481","SET194-KR-NP-XS","SET194",114,"KURTA SET","XS","Mustard"
"7482","SET194-KR-NP-XXL","SET194",167,"KURTA SET","XXL","Mustard"
"7483","SET194-KR-NP-XXXL","SET194",82,"KURTA SET","XXXL","Mustard"
"7484","SET195-KR-NP-L","SET195",8,"KURTA SET","L","Beige"
"7485","SET195-KR-NP-M","SET195",3,"KURTA SET","M","Beige"
"7486","SET195-KR-NP-S","SET195",6,"KURTA SET","S","Beige"
"7487","SET195-KR-NP-XL","SET195",4,"KURTA SET","XL","Beige"
"7488","SET195-KR-NP-XS","SET195",19,"KURTA SET","XS","Beige"
"7489","SET195-KR-NP-XXL","SET195",7,"KURTA SET","XXL","Beige"
"7490","SET195-KR-NP-XXXL","SET195",16,"KURTA SET","XXXL","Beige"
"7491","SET196-KR-NP-L","SET196",51,"KURTA SET","L","Red"
"7492","SET196-KR-NP-M","SET196",85,"KURTA SET","M","Red"
"7493","SET196-KR-NP-S","SET196",81,"KURTA SET","S","Red"
"7494","SET196-KR-NP-XL","SET196",40,"KURTA SET","XL","Red"
"7495","SET196-KR-NP-XS","SET196",67,"KURTA SET","XS","Red"
"7496","SET196-KR-NP-XXL","SET196",26,"KURTA SET","XXL","Red"
"7497","SET196-KR-NP-XXXL","SET196",22,"KURTA SET","XXXL","Red"
"7498","SET197-KR-NP-L","SET197",358,"KURTA SET","L","Mustard"
"7499","SET197-KR-NP-M","SET197",11,"KURTA SET","M","Mustard"
"7500","SET197-KR-NP-S","SET197",196,"KURTA SET","S","Mustard"
"7501","SET197-KR-NP-XL","SET197",117,"KURTA SET","XL","Mustard"
"7502","SET197-KR-NP-XS","SET197",191,"KURTA SET","XS","Mustard"
"7503","SET197-KR-NP-XXL","SET197",104,"KURTA SET","XXL","Mustard"
"7504","SET197-KR-NP-XXXL","SET197",49,"KURTA SET","XXXL","Mustard"
"7505","SET198-KR-NP-L","SET198",2,"KURTA SET","L","Pink"
"7506","SET198-KR-NP-M","SET198",3,"KURTA SET","M","Pink"
"7507","SET198-KR-NP-S","SET198",4,"KURTA SET","S","Pink"
"7508","SET198-KR-NP-XL","SET198",3,"KURTA SET","XL","Pink"
"7509","SET198-KR-NP-XS","SET198",25,"KURTA SET","XS","Pink"
"7510","SET198-KR-NP-XXL","SET198",3,"KURTA SET","XXL","Pink"
"7511","SET198-KR-NP-XXXL","SET198",2,"KURTA SET","XXXL","Pink"
"7512","SET199-KR-NP-L","SET199",11,"KURTA SET","L","Peach"
"7513","SET199-KR-NP-M","SET199",44,"KURTA SET","M","Peach"
"7514","SET199-KR-NP-S","SET199",45,"KURTA SET","S","Peach"
"7515","SET199-KR-NP-XL","SET199",5,"KURTA SET","XL","Peach"
"7516","SET199-KR-NP-XS","SET199",40,"KURTA SET","XS","Peach"
"7517","SET199-KR-NP-XXL","SET199",7,"KURTA SET","XXL","Peach"
"7518","SET199-KR-NP-XXXL","SET199",21,"KURTA SET","XXXL","Peach"
"7519","SET200-KR-NP-L","SET200",1,"KURTA SET","L","Maroon"
"7520","SET200-KR-NP-M","SET200",3,"KURTA SET","M","Maroon"
"7521","SET200-KR-NP-S","SET200",13,"KURTA SET","S","Maroon"
"7522","SET200-KR-NP-XL","SET200",2,"KURTA SET","XL","Maroon"
"7523","SET200-KR-NP-XS","SET200",68,"KURTA SET","XS","Maroon"
"7524","SET200-KR-NP-XXL","SET200",5,"KURTA SET","XXL","Maroon"
"7525","SET200-KR-NP-XXXL","SET200",1,"KURTA SET","XXXL","Maroon"
"7526","SET201-KR-NP-L","SET201",2,"KURTA SET","L","Olive"
"7527","SET201-KR-NP-M","SET201",4,"KURTA SET","M","Olive"
"7528","SET201-KR-NP-S","SET201",2,"KURTA SET","S","Olive"
"7529","SET201-KR-NP-XL","SET201",2,"KURTA SET","XL","Olive"
"7530","SET201-KR-NP-XS","SET201",11,"KURTA SET","XS","Olive"
"7531","SET201-KR-NP-XXL","SET201",1,"KURTA SET","XXL","Olive"
"7532","SET201-KR-NP-XXXL","SET201",2,"KURTA SET","XXXL","Olive"
"7533","SET202-KR-NP-L","SET202",0,"KURTA SET","L","Teal"
"7534","SET202-KR-NP-M","SET202",0,"KURTA SET","M","Teal"
"7535","SET202-KR-NP-S","SET202",0,"KURTA SET","S","Teal"
"7536","SET202-KR-NP-XL","SET202",1,"KURTA SET","XL","Teal"
"7537","SET202-KR-NP-XS","SET202",0,"KURTA SET","XS","Teal"
"7538","SET202-KR-NP-XXL","SET202",0,"KURTA SET","XXL","Teal"
"7539","SET202-KR-NP-XXXL","SET202",1,"KURTA SET","XXXL","Teal"
"7540","SET203-KR-DPT-L","SET203",8,"KURTA SET","L","Maroon"
"7541","SET203-KR-DPT-M","SET203",37,"KURTA SET","M","Maroon"
"7542","SET203-KR-DPT-S","SET203",16,"KURTA SET","S","Maroon"
"7543","SET203-KR-DPT-XL","SET203",7,"KURTA SET","XL","Maroon"
"7544","SET203-KR-DPT-XS","SET203",14,"KURTA SET","XS","Maroon"
"7545","SET203-KR-DPT-XXL","SET203",12,"KURTA SET","XXL","Maroon"
"7546","SET203-KR-DPT-XXXL","SET203",8,"KURTA SET","XXXL","Maroon"
"7547","SET204-KR-DPT-L","SET204",4,"KURTA SET","L","Green"
"7548","SET204-KR-DPT-M","SET204",2,"KURTA SET","M","Green"
"7549","SET204-KR-DPT-S","SET204",5,"KURTA SET","S","Green"
"7550","SET204-KR-DPT-XL","SET204",4,"KURTA SET","XL","Green"
"7551","SET204-KR-DPT-XS","SET204",3,"KURTA SET","XS","Green"
"7552","SET204-KR-DPT-XXL","SET204",3,"KURTA SET","XXL","Green"
"7553","SET204-KR-DPT-XXXL","SET204",5,"KURTA SET","XXXL","Green"
"7554","SET205-KR-DPT-L","SET205",2,"KURTA SET","L","Yellow"
"7555","SET205-KR-DPT-M","SET205",9,"KURTA SET","M","Yellow"
"7556","SET205-KR-DPT-S","SET205",15,"KURTA SET","S","Yellow"
"7557","SET205-KR-DPT-XL","SET205",3,"KURTA SET","XL","Yellow"
"7558","SET205-KR-DPT-XS","SET205",15,"KURTA SET","XS","Yellow"
"7559","SET205-KR-DPT-XXL","SET205",6,"KURTA SET","XXL","Yellow"
"7560","SET205-KR-DPT-XXXL","SET205",4,"KURTA SET","XXXL","Yellow"
"7561","SET206-KR-PP-L","SET206",0,"KURTA SET","L","Cream"
"7562","SET206-KR-PP-M","SET206",0,"KURTA SET","M","Cream"
"7563","SET206-KR-PP-S","SET206",1,"KURTA SET","S","Cream"
"7564","SET206-KR-PP-XL","SET206",0,"KURTA SET","XL","Cream"
"7565","SET206-KR-PP-XS","SET206",2,"KURTA SET","XS","Cream"
"7566","SET206-KR-PP-XXL","SET206",1,"KURTA SET","XXL","Cream"
"7567","SET206-KR-PP-XXXL","SET206",0,"KURTA SET","XXXL","Cream"
"7568","SET209-KR-PP-L","SET209",7,"KURTA SET","L","Pink"
"7569","SET209-KR-PP-M","SET209",15,"KURTA SET","M","Pink"
"7570","SET209-KR-PP-S","SET209",38,"KURTA SET","S","Pink"
"7571","SET209-KR-PP-XL","SET209",8,"KURTA SET","XL","Pink"
"7572","SET209-KR-PP-XS","SET209",27,"KURTA SET","XS","Pink"
"7573","SET209-KR-PP-XXL","SET209",15,"KURTA SET","XXL","Pink"
"7574","SET209-KR-PP-XXXL","SET209",2,"KURTA SET","XXXL","Pink"
"7575","SET210-KR-PP-L","SET210",2,"KURTA SET","L","Grey"
"7576","SET210-KR-PP-M","SET210",5,"KURTA SET","M","Grey"
"7577","SET210-KR-PP-S","SET210",2,"KURTA SET","S","Grey"
"7578","SET210-KR-PP-XL","SET210",3,"KURTA SET","XL","Grey"
"7579","SET210-KR-PP-XS","SET210",18,"KURTA SET","XS","Grey"
"7580","SET210-KR-PP-XXL","SET210",0,"KURTA SET","XXL","Grey"
"7581","SET210-KR-PP-XXXL","SET210",0,"KURTA SET","XXXL","Grey"
"7582","SET211-KR-DPT-L","SET211",1,"KURTA SET","L","Teal"
"7583","SET211-KR-DPT-M","SET211",1,"KURTA SET","M","Teal"
"7584","SET211-KR-DPT-S","SET211",2,"KURTA SET","S","Teal"
"7585","SET211-KR-DPT-XL","SET211",1,"KURTA SET","XL","Teal"
"7586","SET211-KR-DPT-XS","SET211",2,"KURTA SET","XS","Teal"
"7587","SET211-KR-DPT-XXL","SET211",3,"KURTA SET","XXL","Teal"
"7588","SET211-KR-DPT-XXXL","SET211",1,"KURTA SET","XXXL","Teal"
"7589","SET213-KR-DPT-M","SET213",0,"KURTA SET","M","Grey"
"7590","SET213-KR-DPT-XXL","SET213",2,"KURTA SET","XXL","Grey"
"7591","SET214-KR-DPT-L","SET214",2,"KURTA SET","L","Mustard"
"7592","SET214-KR-DPT-M","SET214",1,"KURTA SET","M","Mustard"
"7593","SET214-KR-DPT-XL","SET214",2,"KURTA SET","XL","Mustard"
"7594","SET214-KR-DPT-XS","SET214",2,"KURTA SET","XS","Mustard"
"7595","SET214-KR-DPT-XXL","SET214",3,"KURTA SET","XXL","Mustard"
"7596","SET214-KR-DPT-XXXL","SET214",2,"KURTA SET","XXXL","Mustard"
"7597","SET216-KR-PP-L","SET216",0,"KURTA SET","L","Light Green"
"7598","SET216-KR-PP-M","SET216",3,"KURTA SET","M","Light Green"
"7599","SET216-KR-PP-S","SET216",3,"KURTA SET","S","Light Green"
"7600","SET216-KR-PP-XL","SET216",2,"KURTA SET","XL","Light Green"
"7601","SET216-KR-PP-XXL","SET216",1,"KURTA SET","XXL","Light Green"
"7602","SET217-KR-PP-L","SET217",3,"KURTA SET","L","Sea Green"
"7603","SET217-KR-PP-M","SET217",7,"KURTA SET","M","Sea Green"
"7604","SET217-KR-PP-S","SET217",10,"KURTA SET","S","Sea Green"
"7605","SET217-KR-PP-XL","SET217",6,"KURTA SET","XL","Sea Green"
"7606","SET217-KR-PP-XS","SET217",18,"KURTA SET","XS","Sea Green"
"7607","SET217-KR-PP-XXL","SET217",9,"KURTA SET","XXL","Sea Green"
"7608","SET217-KR-PP-XXXL","SET217",4,"KURTA SET","XXXL","Sea Green"
"7609","SET218-KR-NP-L","SET218",4,"KURTA SET","L","Sky Blue"
"7610","SET218-KR-NP-M","SET218",3,"KURTA SET","M","Sky Blue"
"7611","SET218-KR-NP-S","SET218",5,"KURTA SET","S","Sky Blue"
"7612","SET218-KR-NP-XL","SET218",4,"KURTA SET","XL","Sky Blue"
"7613","SET218-KR-NP-XS","SET218",9,"KURTA SET","XS","Sky Blue"
"7614","SET218-KR-NP-XXL","SET218",10,"KURTA SET","XXL","Sky Blue"
"7615","SET218-KR-NP-XXXL","SET218",5,"KURTA SET","XXXL","Sky Blue"
"7616","SET219-KR-PP-L","SET219",6,"KURTA SET","L","Turquoise Green"
"7617","SET219-KR-PP-M","SET219",5,"KURTA SET","M","Turquoise Green"
"7618","SET219-KR-PP-S","SET219",23,"KURTA SET","S","Turquoise Green"
"7619","SET219-KR-PP-XL","SET219",5,"KURTA SET","XL","Turquoise Green"
"7620","SET219-KR-PP-XS","SET219",65,"KURTA SET","XS","Turquoise Green"
"7621","SET219-KR-PP-XXL","SET219",2,"KURTA SET","XXL","Turquoise Green"
"7622","SET219-KR-PP-XXXL","SET219",2,"KURTA SET","XXXL","Turquoise Green"
"7623","SET220-KR-PP-L","SET220",2,"KURTA SET","L","White"
"7624","SET220-KR-PP-M","SET220",3,"KURTA SET","M","White"
"7625","SET220-KR-PP-S","SET220",33,"KURTA SET","S","White"
"7626","SET220-KR-PP-XL","SET220",3,"KURTA SET","XL","White"
"7627","SET220-KR-PP-XS","SET220",31,"KURTA SET","XS","White"
"7628","SET220-KR-PP-XXL","SET220",7,"KURTA SET","XXL","White"
"7629","SET220-KR-PP-XXXL","SET220",3,"KURTA SET","XXXL","White"
"7630","SET221-KR-NP-L","SET221",0,"KURTA SET","L","Mustard"
"7631","SET221-KR-NP-M","SET221",8,"KURTA SET","M","Mustard"
"7632","SET221-KR-NP-S","SET221",13,"KURTA SET","S","Mustard"
"7633","SET221-KR-NP-XL","SET221",2,"KURTA SET","XL","Mustard"
"7634","SET221-KR-NP-XS","SET221",44,"KURTA SET","XS","Mustard"
"7635","SET221-KR-NP-XXL","SET221",11,"KURTA SET","XXL","Mustard"
"7636","SET221-KR-NP-XXXL","SET221",29,"KURTA SET","XXXL","Mustard"
"7637","SET223-KR-NP-L","SET223",1,"KURTA SET","L","Pink"
"7638","SET223-KR-NP-M","SET223",2,"KURTA SET","M","Pink"
"7639","SET223-KR-NP-S","SET223",5,"KURTA SET","S","Pink"
"7640","SET223-KR-NP-XL","SET223",2,"KURTA SET","XL","Pink"
"7641","SET223-KR-NP-XS","SET223",28,"KURTA SET","XS","Pink"
"7642","SET223-KR-NP-XXL","SET223",4,"KURTA SET","XXL","Pink"
"7643","SET223-KR-NP-XXXL","SET223",3,"KURTA SET","XXXL","Pink"
"7644","SET224-KR-NP-L","SET224",2,"KURTA SET","L","Rust"
"7645","SET224-KR-NP-M","SET224",0,"KURTA SET","M","Rust"
"7646","SET224-KR-NP-S","SET224",6,"KURTA SET","S","Rust"
"7647","SET224-KR-NP-XL","SET224",3,"KURTA SET","XL","Rust"
"7648","SET224-KR-NP-XS","SET224",6,"KURTA SET","XS","Rust"
"7649","SET224-KR-NP-XXL","SET224",5,"KURTA SET","XXL","Rust"
"7650","SET224-KR-NP-XXXL","SET224",65,"KURTA SET","XXXL","Rust"
"7651","SET225-KR-NP-L","SET225",2,"KURTA","L","Mustard"
"7652","SET225-KR-NP-M","SET225",2,"KURTA","M","Mustard"
"7653","SET225-KR-NP-S","SET225",2,"KURTA","S","Mustard"
"7654","SET225-KR-NP-XL","SET225",14,"KURTA","XL","Mustard"
"7655","SET225-KR-NP-XS","SET225",9,"KURTA","XS","Mustard"
"7656","SET225-KR-NP-XXL","SET225",5,"KURTA","XXL","Mustard"
"7657","SET225-KR-NP-XXXL","SET225",4,"KURTA","XXXL","Mustard"
"7658","SET226-KR-PP-L","SET226",33,"KURTA SET","L","Grey"
"7659","SET226-KR-PP-M","SET226",13,"KURTA SET","M","Grey"
"7660","SET226-KR-PP-S","SET226",49,"KURTA SET","S","Grey"
"7661","SET226-KR-PP-XL","SET226",4,"KURTA SET","XL","Grey"
"7662","SET226-KR-PP-XS","SET226",4,"KURTA SET","XS","Grey"
"7663","SET226-KR-PP-XXL","SET226",6,"KURTA SET","XXL","Grey"
"7664","SET226-KR-PP-XXXL","SET226",4,"KURTA SET","XXXL","Grey"
"7665","SET227-KR-PP-L","SET227",2,"KURTA SET","L","Pink"
"7666","SET227-KR-PP-M","SET227",6,"KURTA SET","M","Pink"
"7667","SET227-KR-PP-S","SET227",4,"KURTA SET","S","Pink"
"7668","SET227-KR-PP-XL","SET227",6,"KURTA SET","XL","Pink"
"7669","SET227-KR-PP-XS","SET227",6,"KURTA SET","XS","Pink"
"7670","SET227-KR-PP-XXL","SET227",6,"KURTA SET","XXL","Pink"
"7671","SET227-KR-PP-XXXL","SET227",2,"KURTA SET","XXXL","Pink"
"7672","SET228-KR-PP-L","SET228",9,"KURTA SET","L","Yellow"
"7673","SET228-KR-PP-M","SET228",30,"KURTA SET","M","Yellow"
"7674","SET228-KR-PP-S","SET228",6,"KURTA SET","S","Yellow"
"7675","SET228-KR-PP-XL","SET228",2,"KURTA SET","XL","Yellow"
"7676","SET228-KR-PP-XS","SET228",46,"KURTA SET","XS","Yellow"
"7677","SET228-KR-PP-XXL","SET228",6,"KURTA SET","XXL","Yellow"
"7678","SET228-KR-PP-XXXL","SET228",2,"KURTA SET","XXXL","Yellow"
"7679","SET229-KR-PP-L","SET229",21,"KURTA SET","L","Mauve"
"7680","SET229-KR-PP-M","SET229",25,"KURTA SET","M","Mauve"
"7681","SET229-KR-PP-S","SET229",36,"KURTA SET","S","Mauve"
"7682","SET229-KR-PP-XL","SET229",18,"KURTA SET","XL","Mauve"
"7683","SET229-KR-PP-XS","SET229",25,"KURTA SET","XS","Mauve"
"7684","SET229-KR-PP-XXL","SET229",28,"KURTA SET","XXL","Mauve"
"7685","SET229-KR-PP-XXXL","SET229",29,"KURTA SET","XXXL","Mauve"
"7686","SET230-KR-PP-L","SET230",29,"KURTA SET","L","Blue"
"7687","SET230-KR-PP-M","SET230",30,"KURTA SET","M","Blue"
"7688","SET230-KR-PP-S","SET230",35,"KURTA SET","S","Blue"
"7689","SET230-KR-PP-XL","SET230",53,"KURTA SET","XL","Blue"
"7690","SET230-KR-PP-XS","SET230",23,"KURTA SET","XS","Blue"
"7691","SET230-KR-PP-XXL","SET230",21,"KURTA SET","XXL","Blue"
"7692","SET230-KR-PP-XXXL","SET230",10,"KURTA SET","XXXL","Blue"
"7693","SET231-KR-PP-L","SET231",0,"KURTA SET","L","Cream"
"7694","SET231-KR-PP-M","SET231",2,"KURTA SET","M","Cream"
"7695","SET231-KR-PP-XL","SET231",2,"KURTA SET","XL","Cream"
"7696","SET231-KR-PP-XXL","SET231",2,"KURTA SET","XXL","Cream"
"7697","SET232-KR-PP-L","SET232",13,"KURTA SET","L","Pink"
"7698","SET232-KR-PP-M","SET232",37,"KURTA SET","M","Pink"
"7699","SET232-KR-PP-S","SET232",44,"KURTA SET","S","Pink"
"7700","SET232-KR-PP-XL","SET232",4,"KURTA SET","XL","Pink"
"7701","SET232-KR-PP-XS","SET232",30,"KURTA SET","XS","Pink"
"7702","SET232-KR-PP-XXL","SET232",2,"KURTA SET","XXL","Pink"
"7703","SET232-KR-PP-XXXL","SET232",8,"KURTA SET","XXXL","Pink"
"7704","SET233-KR-PP-L","SET233",4,"KURTA SET","L","Pink"
"7705","SET233-KR-PP-M","SET233",4,"KURTA SET","M","Pink"
"7706","SET233-KR-PP-S","SET233",5,"KURTA SET","S","Pink"
"7707","SET233-KR-PP-XL","SET233",2,"KURTA SET","XL","Pink"
"7708","SET233-KR-PP-XS","SET233",17,"KURTA SET","XS","Pink"
"7709","SET233-KR-PP-XXL","SET233",1,"KURTA SET","XXL","Pink"
"7710","SET233-KR-PP-XXXL","SET233",2,"KURTA SET","XXXL","Pink"
"7711","SET234-KR-PP-L","SET234",0,"KURTA SET","L","Green"
"7712","SET234-KR-PP-M","SET234",0,"KURTA SET","M","Green"
"7713","SET234-KR-PP-S","SET234",0,"KURTA SET","S","Green"
"7714","SET234-KR-PP-XL","SET234",0,"KURTA SET","XL","Green"
"7715","SET234-KR-PP-XXL","SET234",0,"KURTA SET","XXL","Green"
"7716","SET235-KR-PP-L","SET235",0,"KURTA SET","L","Beige"
"7717","SET235-KR-PP-M","SET235",0,"KURTA SET","M","Beige"
"7718","SET235-KR-PP-S","SET235",1,"KURTA SET","S","Beige"
"7719","SET235-KR-PP-XL","SET235",1,"KURTA SET","XL","Beige"
"7720","SET235-KR-PP-XXL","SET235",0,"KURTA SET","XXL","Beige"
"7721","SET236-KR-PP-L","SET236",8,"SET","L","Pink"
"7722","SET236-KR-PP-M","SET236",6,"SET","M","Pink"
"7723","SET236-KR-PP-S","SET236",9,"SET","S","Pink"
"7724","SET236-KR-PP-XL","SET236",8,"SET","XL","Pink"
"7725","SET236-KR-PP-XS","SET236",18,"SET","XS","Pink"
"7726","SET236-KR-PP-XXL","SET236",0,"SET","XXL","Pink"
"7727","SET236-KR-PP-XXXL","SET236",4,"SET","XXXL","Pink"
"7728","SET238-KR-PP-L","SET238",2,"KURTA SET","L","Grey"
"7729","SET238-KR-PP-M","SET238",2,"KURTA SET","M","Grey"
"7730","SET238-KR-PP-S","SET238",5,"KURTA SET","S","Grey"
"7731","SET238-KR-PP-XL","SET238",1,"KURTA SET","XL","Grey"
"7732","SET238-KR-PP-XS","SET238",35,"KURTA SET","XS","Grey"
"7733","SET238-KR-PP-XXL","SET238",2,"KURTA SET","XXL","Grey"
"7734","SET238-KR-PP-XXXL","SET238",2,"KURTA SET","XXXL","Grey"
"7735","SET239-KR-NP-L","SET239",4,"KURTA SET","L","OFF WHITE"
"7736","SET239-KR-NP-M","SET239",4,"KURTA SET","M","OFF WHITE"
"7737","SET239-KR-NP-S","SET239",7,"KURTA SET","S","OFF WHITE"
"7738","SET239-KR-NP-XL","SET239",2,"KURTA SET","XL","OFF WHITE"
"7739","SET239-KR-NP-XS","SET239",3,"KURTA SET","XS","OFF WHITE"
"7740","SET239-KR-NP-XXL","SET239",2,"KURTA SET","XXL","OFF WHITE"
"7741","SET239-KR-NP-XXXL","SET239",4,"KURTA SET","XXXL","OFF WHITE"
"7742","SET240-KR-PP-L","SET240",17,"KURTA SET","L","Yellow"
"7743","SET240-KR-PP-M","SET240",17,"KURTA SET","M","Yellow"
"7744","SET240-KR-PP-S","SET240",43,"KURTA SET","S","Yellow"
"7745","SET240-KR-PP-XL","SET240",27,"KURTA SET","XL","Yellow"
"7746","SET240-KR-PP-XS","SET240",26,"KURTA SET","XS","Yellow"
"7747","SET240-KR-PP-XXL","SET240",10,"KURTA SET","XXL","Yellow"
"7748","SET240-KR-PP-XXXL","SET240",7,"KURTA SET","XXXL","Yellow"
"7749","SET241-KR-PP-L","SET241",0,"KURTA SET","L","Turquoise Green"
"7750","SET241-KR-PP-M","SET241",0,"KURTA SET","M","Turquoise Green"
"7751","SET241-KR-PP-S","SET241",0,"KURTA SET","S","Turquoise Green"
"7752","SET241-KR-PP-XS","SET241",1,"KURTA SET","XS","Turquoise Green"
"7753","SET241-KR-PP-XXL","SET241",1,"KURTA SET","XXL","Turquoise Green"
"7754","SET241-KR-PP-XXXL","SET241",0,"KURTA SET","XXXL","Turquoise Green"
"7755","SET242-KR-PP-L","SET242",2,"KURTA SET","L","Black"
"7756","SET242-KR-PP-M","SET242",2,"KURTA SET","M","Black"
"7757","SET242-KR-PP-S","SET242",12,"KURTA SET","S","Black"
"7758","SET242-KR-PP-XL","SET242",3,"KURTA SET","XL","Black"
"7759","SET242-KR-PP-XS","SET242",5,"KURTA SET","XS","Black"
"7760","SET242-KR-PP-XXL","SET242",2,"KURTA SET","XXL","Black"
"7761","SET242-KR-PP-XXXL","SET242",2,"KURTA SET","XXXL","Black"
"7762","SET243-KR-PP-L","SET243",4,"KURTA SET","L","Blue"
"7763","SET243-KR-PP-M","SET243",10,"KURTA SET","M","Blue"
"7764","SET243-KR-PP-S","SET243",8,"KURTA SET","S","Blue"
"7765","SET243-KR-PP-XL","SET243",10,"KURTA SET","XL","Blue"
"7766","SET243-KR-PP-XS","SET243",12,"KURTA SET","XS","Blue"
"7767","SET243-KR-PP-XXL","SET243",3,"KURTA SET","XXL","Blue"
"7768","SET243-KR-PP-XXXL","SET243",3,"KURTA SET","XXXL","Blue"
"7769","SET244-KR-NP-L","SET244",30,"KURTA SET","L","Pink"
"7770","SET244-KR-NP-M","SET244",26,"KURTA SET","M","Pink"
"7771","SET244-KR-NP-S","SET244",35,"KURTA SET","S","Pink"
"7772","SET244-KR-NP-XL","SET244",34,"KURTA SET","XL","Pink"
"7773","SET244-KR-NP-XS","SET244",20,"KURTA SET","XS","Pink"
"7774","SET244-KR-NP-XXL","SET244",13,"KURTA SET","XXL","Pink"
"7775","SET244-KR-NP-XXXL","SET244",27,"KURTA SET","XXXL","Pink"
"7776","SET245-KR-NP-L","SET245",85,"KURTA SET","L","Mustard"
"7777","SET245-KR-NP-M","SET245",113,"KURTA SET","M","Mustard"
"7778","SET245-KR-NP-S","SET245",131,"KURTA SET","S","Mustard"
"7779","SET245-KR-NP-XL","SET245",103,"KURTA SET","XL","Mustard"
"7780","SET245-KR-NP-XS","SET245",92,"KURTA SET","XS","Mustard"
"7781","SET245-KR-NP-XXL","SET245",43,"KURTA SET","XXL","Mustard"
"7782","SET245-KR-NP-XXXL","SET245",39,"KURTA SET","XXXL","Mustard"
"7783","SET246-KR-PP-L","SET246",8,"KURTA SET","L","Red"
"7784","SET246-KR-PP-M","SET246",22,"KURTA SET","M","Red"
"7785","SET246-KR-PP-S","SET246",39,"KURTA SET","S","Red"
"7786","SET246-KR-PP-XL","SET246",4,"KURTA SET","XL","Red"
"7787","SET246-KR-PP-XS","SET246",42,"KURTA SET","XS","Red"
"7788","SET246-KR-PP-XXL","SET246",10,"KURTA SET","XXL","Red"
"7789","SET246-KR-PP-XXXL","SET246",4,"KURTA SET","XXXL","Red"
"7790","SET247-KR-SHA-L","SET247",5,"KURTA SET","L","Teal"
"7791","SET247-KR-SHA-M","SET247",6,"KURTA SET","M","Teal"
"7792","SET247-KR-SHA-S","SET247",25,"KURTA SET","S","Teal"
"7793","SET247-KR-SHA-XL","SET247",3,"KURTA SET","XL","Teal"
"7794","SET247-KR-SHA-XS","SET247",49,"KURTA SET","XS","Teal"
"7795","SET247-KR-SHA-XXL","SET247",2,"KURTA SET","XXL","Teal"
"7796","SET247-KR-SHA-XXXL","SET247",4,"KURTA SET","XXXL","Teal"
"7797","SET248-KR-NP-L","SET248",4,"KURTA SET","L","Teal"
"7798","SET248-KR-NP-M","SET248",7,"KURTA SET","M","Teal"
"7799","SET248-KR-NP-S","SET248",4,"KURTA SET","S","Teal"
"7800","SET248-KR-NP-XL","SET248",12,"KURTA SET","XL","Teal"
"7801","SET248-KR-NP-XS","SET248",7,"KURTA SET","XS","Teal"
"7802","SET248-KR-NP-XXL","SET248",4,"KURTA SET","XXL","Teal"
"7803","SET248-KR-NP-XXXL","SET248",10,"KURTA SET","XXXL","Teal"
"7804","SET249-KR-NP-L","SET249",2,"KURTA SET","L","Green"
"7805","SET249-KR-NP-M","SET249",9,"KURTA SET","M","Green"
"7806","SET249-KR-NP-S","SET249",18,"KURTA SET","S","Green"
"7807","SET249-KR-NP-XL","SET249",4,"KURTA SET","XL","Green"
